Id,over_draft,credit_usage,credit_history,purpose,current_balance,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
904,no_checking,15,existing_paid,radio/tv,1386,no_known_savings,1<=X<4,4,male_mar/wid,none,2,real_estate,40,none,rent,1,skilled,1,yes,yes,good
905,no_checking,24,existing_paid,radio/tv,1278,<100,>=7,4,male_single,none,1,real_estate,36,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
906,<0,12,existing_paid,radio/tv,1107,<100,1<=X<4,2,male_single,none,2,real_estate,20,none,rent,1,high_qualif/self_emp/mgmt,2,yes,yes,good
907,<0,21,existing_paid,new_car,3763,no_known_savings,4<=X<7,2,male_single,co_applicant,2,real_estate,24,none,own,1,unskilled_resident,1,none,no,good
908,0<=X<200,36,existing_paid,education,3711,no_known_savings,1<=X<4,2,male_mar/wid,none,2,car,27,none,own,1,skilled,1,none,yes,good
909,no_checking,15,delayed_previously,used_car,3594,<100,<1,1,female_div/dep/mar,none,2,life_insurance,46,none,own,2,unskilled_resident,1,none,yes,good
910,0<=X<200,9,existing_paid,new_car,3195,no_known_savings,1<=X<4,1,female_div/dep/mar,none,2,real_estate,33,none,own,1,unskilled_resident,1,none,yes,good
911,no_checking,36,delayed_previously,radio/tv,4454,<100,1<=X<4,4,female_div/dep/mar,none,4,real_estate,34,none,own,2,skilled,1,none,yes,good
912,0<=X<200,24,critical/other_existing_credit,furniture/equipment,4736,<100,<1,2,female_div/dep/mar,none,4,car,25,bank,own,1,unskilled_resident,1,none,yes,bad
913,0<=X<200,30,existing_paid,radio/tv,2991,no_known_savings,>=7,2,female_div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes,good
914,no_checking,11,existing_paid,business,2142,>=1000,>=7,1,male_div/sep,none,2,real_estate,28,none,own,1,skilled,1,yes,yes,good
915,<0,24,all_paid,business,3161,<100,1<=X<4,4,male_single,none,2,life_insurance,31,none,rent,1,skilled,1,yes,yes,bad
916,0<=X<200,48,no_credits/all_paid,other,18424,<100,1<=X<4,1,female_div/dep/mar,none,2,life_insurance,32,bank,own,1,high_qualif/self_emp/mgmt,1,yes,no,bad
917,no_checking,10,existing_paid,used_car,2848,100<=X<500,1<=X<4,1,male_single,co_applicant,2,real_estate,32,none,own,1,skilled,2,none,yes,good
918,<0,6,existing_paid,new_car,14896,<100,>=7,1,male_single,none,4,no_known_property,68,bank,own,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
919,<0,24,existing_paid,furniture/equipment,2359,100<=X<500,unemployed,1,male_div/sep,none,1,life_insurance,33,none,own,1,skilled,1,none,yes,bad
920,<0,24,existing_paid,furniture/equipment,3345,<100,>=7,4,male_single,none,2,life_insurance,39,none,rent,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
921,no_checking,18,critical/other_existing_credit,furniture/equipment,1817,<100,1<=X<4,4,female_div/dep/mar,none,2,no_known_property,28,none,own,2,skilled,1,none,yes,good
922,no_checking,48,delayed_previously,radio/tv,12749,500<=X<1000,4<=X<7,4,male_single,none,1,car,37,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
923,<0,9,existing_paid,radio/tv,1366,<100,<1,3,female_div/dep/mar,none,4,life_insurance,22,none,rent,1,skilled,1,none,yes,bad
924,0<=X<200,12,existing_paid,new_car,2002,<100,4<=X<7,3,male_single,none,4,life_insurance,30,none,rent,1,skilled,2,yes,yes,good
925,<0,24,all_paid,furniture/equipment,6872,<100,<1,2,male_div/sep,none,1,life_insurance,55,bank,own,1,skilled,1,yes,yes,bad
926,<0,12,all_paid,new_car,697,<100,<1,4,male_single,none,2,car,46,bank,own,2,skilled,1,yes,yes,bad
927,<0,18,critical/other_existing_credit,furniture/equipment,1049,<100,<1,4,female_div/dep/mar,none,4,life_insurance,21,none,rent,1,skilled,1,none,yes,good
928,<0,48,existing_paid,used_car,10297,<100,4<=X<7,4,male_single,none,4,no_known_property,39,stores,for_free,3,skilled,2,yes,yes,bad
929,no_checking,30,existing_paid,radio/tv,1867,no_known_savings,>=7,4,male_single,none,4,car,58,none,own,1,skilled,1,yes,yes,good
930,<0,12,delayed_previously,new_car,1344,<100,1<=X<4,4,male_single,none,2,real_estate,43,none,own,2,unskilled_resident,2,none,yes,good
931,<0,24,existing_paid,furniture/equipment,1747,<100,<1,4,male_single,co_applicant,1,life_insurance,24,none,own,1,unskilled_resident,1,none,no,good
932,0<=X<200,9,existing_paid,radio/tv,1670,<100,<1,4,female_div/dep/mar,none,2,car,22,none,own,1,skilled,1,yes,yes,bad
933,no_checking,9,critical/other_existing_credit,new_car,1224,<100,1<=X<4,3,male_single,none,1,real_estate,30,none,own,2,skilled,1,none,yes,good
934,no_checking,12,critical/other_existing_credit,radio/tv,522,500<=X<1000,>=7,4,male_single,none,4,life_insurance,42,none,own,2,skilled,2,yes,yes,good
935,<0,12,existing_paid,radio/tv,1498,<100,1<=X<4,4,female_div/dep/mar,none,1,car,23,bank,own,1,skilled,1,none,yes,good
936,0<=X<200,30,delayed_previously,radio/tv,1919,100<=X<500,<1,4,male_single,none,3,no_known_property,30,stores,own,2,high_qualif/self_emp/mgmt,1,none,yes,bad
937,>=200,9,existing_paid,radio/tv,745,<100,1<=X<4,3,female_div/dep/mar,none,2,real_estate,28,none,own,1,unskilled_resident,1,none,yes,bad
938,0<=X<200,6,existing_paid,radio/tv,2063,<100,<1,4,male_mar/wid,none,3,car,30,none,rent,1,high_qualif/self_emp/mgmt,1,yes,yes,good
939,0<=X<200,60,existing_paid,education,6288,<100,1<=X<4,4,male_single,none,4,no_known_property,42,none,for_free,1,skilled,1,none,yes,bad
940,no_checking,24,critical/other_existing_credit,used_car,6842,no_known_savings,1<=X<4,2,male_single,none,4,life_insurance,46,none,own,2,high_qualif/self_emp/mgmt,2,yes,yes,good
941,no_checking,12,existing_paid,new_car,3527,no_known_savings,<1,2,male_single,none,3,life_insurance,45,none,own,1,high_qualif/self_emp/mgmt,2,yes,yes,good
942,no_checking,10,existing_paid,new_car,1546,<100,1<=X<4,3,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,2,none,no,good
943,no_checking,24,existing_paid,furniture/equipment,929,no_known_savings,4<=X<7,4,male_single,none,2,car,31,stores,own,1,skilled,1,yes,yes,good
944,no_checking,4,critical/other_existing_credit,new_car,1455,<100,4<=X<7,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,none,yes,good
945,<0,15,existing_paid,furniture/equipment,1845,<100,<1,4,female_div/dep/mar,guarantor,1,life_insurance,46,none,rent,1,skilled,1,none,yes,good
946,0<=X<200,48,no_credits/all_paid,new_car,8358,500<=X<1000,<1,1,female_div/dep/mar,none,1,car,30,none,own,2,skilled,1,none,yes,good
947,<0,24,all_paid,furniture/equipment,3349,500<=X<1000,<1,4,male_single,none,4,no_known_property,30,none,for_free,1,skilled,2,yes,yes,bad
948,no_checking,12,existing_paid,new_car,2859,no_known_savings,unemployed,4,male_single,none,4,no_known_property,38,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
949,no_checking,18,existing_paid,furniture/equipment,1533,<100,<1,4,male_mar/wid,co_applicant,1,life_insurance,43,none,own,1,unskilled_resident,2,none,yes,bad
950,no_checking,24,existing_paid,radio/tv,3621,100<=X<500,>=7,2,male_single,none,4,car,31,none,own,2,skilled,1,none,yes,bad
951,0<=X<200,18,critical/other_existing_credit,business,3590,<100,unemployed,3,male_mar/wid,none,3,car,40,none,own,3,unemp/unskilled_non_res,2,yes,yes,good
952,<0,36,delayed_previously,business,2145,<100,4<=X<7,2,male_single,none,1,car,24,none,own,2,skilled,1,yes,yes,bad
953,0<=X<200,24,existing_paid,used_car,4113,500<=X<1000,<1,3,female_div/dep/mar,none,4,car,28,none,rent,1,skilled,1,none,yes,bad
954,no_checking,36,existing_paid,furniture/equipment,10974,<100,unemployed,4,female_div/dep/mar,none,2,car,26,none,own,2,high_qualif/self_emp/mgmt,1,yes,yes,bad
955,<0,12,existing_paid,new_car,1893,<100,1<=X<4,4,female_div/dep/mar,guarantor,4,life_insurance,29,none,own,1,skilled,1,yes,yes,good
956,<0,24,critical/other_existing_credit,radio/tv,1231,>=1000,>=7,4,female_div/dep/mar,none,4,life_insurance,57,none,rent,2,high_qualif/self_emp/mgmt,1,yes,yes,good
957,>=200,30,critical/other_existing_credit,radio/tv,3656,no_known_savings,>=7,4,male_single,none,4,life_insurance,49,stores,own,2,unskilled_resident,1,none,yes,good
958,0<=X<200,9,critical/other_existing_credit,radio/tv,1154,<100,>=7,2,male_single,none,4,real_estate,37,none,own,3,unskilled_resident,1,none,yes,good
959,<0,28,existing_paid,new_car,4006,<100,1<=X<4,3,male_single,none,2,car,45,none,own,1,unskilled_resident,1,none,yes,bad
960,0<=X<200,24,existing_paid,furniture/equipment,3069,100<=X<500,>=7,4,male_single,none,4,no_known_property,30,none,for_free,1,skilled,1,none,yes,good
961,no_checking,6,critical/other_existing_credit,radio/tv,1740,<100,>=7,2,male_mar/wid,none,2,real_estate,30,none,rent,2,skilled,1,none,yes,good
962,0<=X<200,21,delayed_previously,new_car,2353,<100,1<=X<4,1,male_div/sep,none,4,life_insurance,47,none,own,2,skilled,1,none,yes,good
963,no_checking,15,existing_paid,new_car,3556,no_known_savings,1<=X<4,3,male_single,none,2,no_known_property,29,none,own,1,skilled,1,none,yes,good
964,no_checking,24,existing_paid,radio/tv,2397,500<=X<1000,>=7,3,male_single,none,2,car,35,bank,own,2,skilled,1,yes,yes,bad
965,0<=X<200,6,existing_paid,repairs,454,<100,<1,3,male_mar/wid,none,1,life_insurance,22,none,own,1,unskilled_resident,1,none,yes,good
966,0<=X<200,30,existing_paid,radio/tv,1715,no_known_savings,1<=X<4,4,female_div/dep/mar,none,1,car,26,none,own,1,skilled,1,none,yes,good
967,0<=X<200,27,critical/other_existing_credit,radio/tv,2520,500<=X<1000,1<=X<4,4,male_single,none,2,life_insurance,23,none,own,2,unskilled_resident,1,none,yes,bad
968,no_checking,15,existing_paid,radio/tv,3568,<100,>=7,4,female_div/dep/mar,none,2,car,54,bank,rent,1,high_qualif/self_emp/mgmt,1,yes,yes,good
969,no_checking,42,existing_paid,radio/tv,7166,no_known_savings,4<=X<7,2,male_mar/wid,none,4,life_insurance,29,none,rent,1,skilled,1,yes,yes,good
970,<0,11,critical/other_existing_credit,new_car,3939,<100,1<=X<4,1,male_single,none,2,real_estate,40,none,own,2,unskilled_resident,2,none,yes,good
971,0<=X<200,15,existing_paid,repairs,1514,100<=X<500,1<=X<4,4,male_single,guarantor,2,real_estate,22,none,own,1,skilled,1,none,yes,good
972,no_checking,24,existing_paid,new_car,7393,<100,1<=X<4,1,male_single,none,4,life_insurance,43,none,own,1,unskilled_resident,2,none,yes,good
973,<0,24,all_paid,new_car,1193,<100,unemployed,1,female_div/dep/mar,co_applicant,4,no_known_property,29,none,rent,2,unemp/unskilled_non_res,1,none,yes,bad
974,<0,60,existing_paid,business,7297,<100,>=7,4,male_single,co_applicant,4,no_known_property,36,none,rent,1,skilled,1,none,yes,bad
975,no_checking,30,critical/other_existing_credit,radio/tv,2831,<100,1<=X<4,4,female_div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,yes,good
976,>=200,24,existing_paid,radio/tv,1258,500<=X<1000,1<=X<4,3,female_div/dep/mar,none,3,car,57,none,own,1,unskilled_resident,1,none,yes,good
977,0<=X<200,6,existing_paid,radio/tv,753,<100,1<=X<4,2,female_div/dep/mar,guarantor,3,real_estate,64,none,own,1,skilled,1,none,yes,good
978,0<=X<200,18,delayed_previously,business,2427,no_known_savings,>=7,4,male_single,none,2,life_insurance,42,none,own,2,skilled,1,none,yes,good
979,no_checking,24,delayed_previously,new_car,2538,<100,>=7,4,male_single,none,4,car,47,none,own,2,unskilled_resident,2,none,yes,bad
980,0<=X<200,15,all_paid,new_car,1264,100<=X<500,1<=X<4,2,male_mar/wid,none,2,life_insurance,25,none,rent,1,skilled,1,none,yes,bad
981,0<=X<200,30,critical/other_existing_credit,furniture/equipment,8386,<100,4<=X<7,2,male_single,none,2,life_insurance,49,none,own,1,skilled,1,none,yes,bad
982,no_checking,48,existing_paid,business,4844,<100,unemployed,3,male_single,none,2,car,33,bank,rent,1,high_qualif/self_emp/mgmt,1,yes,yes,bad
983,>=200,21,existing_paid,new_car,2923,100<=X<500,1<=X<4,1,female_div/dep/mar,none,1,car,28,bank,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
984,<0,36,existing_paid,used_car,8229,<100,1<=X<4,2,male_single,none,2,life_insurance,26,none,own,1,skilled,2,none,yes,bad
985,no_checking,24,critical/other_existing_credit,furniture/equipment,2028,<100,4<=X<7,2,male_single,none,2,life_insurance,30,none,own,2,unskilled_resident,1,none,yes,good
986,<0,15,critical/other_existing_credit,furniture/equipment,1433,<100,1<=X<4,4,female_div/dep/mar,none,3,life_insurance,25,none,rent,2,skilled,1,none,yes,good
987,>=200,42,no_credits/all_paid,business,6289,<100,<1,2,male_div/sep,none,1,life_insurance,33,none,own,2,skilled,1,none,yes,good
988,no_checking,13,existing_paid,radio/tv,1409,100<=X<500,unemployed,2,female_div/dep/mar,none,4,real_estate,64,none,own,1,skilled,1,none,yes,good
989,<0,24,existing_paid,used_car,6579,<100,unemployed,4,male_single,none,2,no_known_property,29,none,for_free,1,high_qualif/self_emp/mgmt,1,yes,yes,good
990,0<=X<200,24,critical/other_existing_credit,radio/tv,1743,<100,>=7,4,male_single,none,2,life_insurance,48,none,own,2,unskilled_resident,1,none,yes,good
991,no_checking,12,critical/other_existing_credit,education,3565,no_known_savings,<1,2,male_single,none,1,life_insurance,37,none,own,2,unskilled_resident,2,none,yes,good
992,no_checking,15,all_paid,radio/tv,1569,100<=X<500,>=7,4,male_single,none,4,car,34,bank,own,1,unskilled_resident,2,none,yes,good
993,<0,18,existing_paid,radio/tv,1936,no_known_savings,4<=X<7,2,male_mar/wid,none,4,car,23,none,rent,2,unskilled_resident,1,none,yes,good
994,<0,36,existing_paid,furniture/equipment,3959,<100,unemployed,4,male_single,none,3,life_insurance,30,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
995,no_checking,12,existing_paid,new_car,2390,no_known_savings,>=7,4,male_single,none,3,car,50,none,own,1,skilled,1,yes,yes,good
996,no_checking,12,existing_paid,furniture/equipment,1736,<100,4<=X<7,3,female_div/dep/mar,none,4,real_estate,31,none,own,1,unskilled_resident,1,none,yes,good
997,<0,30,existing_paid,used_car,3857,<100,1<=X<4,4,male_div/sep,none,4,life_insurance,40,none,own,1,high_qualif/self_emp/mgmt,1,yes,yes,good
998,no_checking,12,existing_paid,radio/tv,804,<100,>=7,4,male_single,none,4,car,38,none,own,1,skilled,1,none,yes,good
999,<0,45,existing_paid,radio/tv,1845,<100,1<=X<4,4,male_single,none,4,no_known_property,23,none,for_free,1,skilled,1,yes,yes,bad
1000,0<=X<200,45,critical/other_existing_credit,used_car,4576,100<=X<500,unemployed,3,male_single,none,4,car,27,none,own,1,skilled,1,none,yes,good
